Date,User,Message
2018-04-02 12:17:16,"최동현","교수님 혹시 자바 export 할때 javadoc: error - cannot read Input length = 1 "
2018-04-02 12:17:28,"최동현","이게 어떤건가요? ㅠㅠ"
2018-04-02 12:18:20,"재호17","path 경로?에 한글로된 경로가 껴있을때 된다고 알고있어요"
2018-04-02 12:18:34,"최동현","아아.. 넵 감사합니다!"
2018-04-02 12:19:42,"재호17","T01 5pg 들어가시면 나와있어요"
2018-04-02 12:39:14,"Java_Lov","자바 중간고사가 언제인지 말씀 하셨나요??"
2018-04-02 16:47:42,"21500002","교수님 오늘 출석했는데 결석으로 처리되어있습니다. 확인부탁드려요 ㅠ"
2018-04-02 16:48:20,"이상현","교수님 저도 오늘 출석햇는데 결석으로 처리되어있습니다. 다시한번 확인부탁드립니다"
2018-04-02 16:48:48,"남재창","어 그러게 왜 이렇게 됐지? 혹시 태깅했어요?"
2018-04-02 16:49:04,"21500002","태깅이 안되서 교수님께서 출석부르셧어요"
2018-04-02 16:49:08,"이상현","아니욥! 교수님께서 출석부르실때 체크했습니다!"
2018-04-02 16:49:24,"남재창","이상하네. 내 손가락이 삐꾼가..."
2018-04-02 16:49:40,"남재창","강동인 학생도 출석했죠?"
2018-04-02 16:49:44,"21500002","넵"
2018-04-02 16:49:55,"21500002","오랜만에 지각안하고 왔는뎅 ㅠㅠ"
2018-04-02 16:50:31,"남재창","다 수정했어요. 내 손가락이 잠시 삐꾸였나 보네..미안해요. 출석처리 했어요."
2018-04-02 16:50:46,"이상현","아니에요 교수님ㅎㅎㅎ다시한번 확인해주셔서 감사합니다!"
2018-04-02 16:50:47,"21500002","아니에요 감사합니다!"
2018-04-02 16:51:09,"남재창","그럼 숙제 열심히 해요 :)"
2018-04-02 16:52:15,"21500002","넹"
2018-04-03 11:46:19,"김기범","교수님 혹시  과제할때  main에서 안쓰는 setter나 getter 메소드도 다 만들어야 할까요?"
2018-04-03 11:52:55,"김기범","그리고 죄송한데 한 가지 더 여쭤볼게 있습니다. Constructor 써서 한번에 setter을 사용하지 않아도instantiate와 initiate를 다 할 수 있는데 예시 답안에서는 setter을 사용하더라구요, 혹시 setter을 사용해서 하나씩 initiate하는거랑, constructor을 사용해서 한번에 initiate하는거랑 다른점이 있나요??"
2018-04-03 11:52:59,"남재창","메인이든 어디든 쓰지 않으면 필요없어요. 그런데 만들어보는 연습을 하는 것도 나쁘지는 않을 듯..."
2018-04-03 11:53:54,"남재창","프로그램 줄수와 줄의 위치가 달라지고, 특별한 차이는 없을 것 같은데..."
2018-04-03 11:54:21,"남재창","몇 번 문제에요?"
2018-04-03 11:54:44,"김기범","prob 3번 문제입니다.!"
2018-04-03 11:59:33,"남재창","예시 잡안에서는  setter 를 사용안하는 것 같은데..."
2018-04-03 11:59:39,"남재창","잡안 >> 답안"
2018-04-03 12:06:37,"김기범","알겠습니다. 그래도 일단 연습해볼겸 setter 만들어 볼게요 감사합니다.!"
2018-04-03 12:07:24,"남재창","이클립스 팝업메뉴가면 자동으로 만들어 주니까 어렵지 않을거에요."
2018-04-03 12:10:24,"김기범","넵 감사합니다~"
2018-04-04 21:23:29,"송창우(SCW)","Photo"
2018-04-04 21:23:54,"송창우(SCW)","commit을 하려 할때에 이런 오류메시지가 뜨는데 어떻게 고쳐야 하나요 교수님?"
2018-04-04 21:24:03,"남재창","커밋할 파일이 있어요?"
2018-04-04 21:25:06,"송창우(SCW)","파일 오른쪽 클릭 -> team -> commit 눌러서 커밋할 파일이 있는걸로 이해하고 있습니다"
2018-04-04 21:25:55,"남재창",">아이콘 나오는게 커밋 대상인데, 노란색 연통 아이컨이 붙어있으면 커밋할게 없다는 말이에요."
2018-04-04 21:26:10,"남재창","수정한게 있어서 커밋할 파일이 있어요?"
2018-04-04 21:27:20,"송창우(SCW)","문제3번 코드가 lab07 github repository에 없어서 보낼려고 합니다"
2018-04-04 21:27:50,"송창우(SCW)","근데 모든 .java 파일이 안보내집니다"
2018-04-04 21:28:05,"남재창","소스에 ?아이컨 나오나?"
2018-04-04 21:28:24,"송창우(SCW)","Photo"
2018-04-04 21:28:27,"송창우(SCW)","아니요"
2018-04-04 21:28:40,"남재창","노란 원통형 나오네"
2018-04-04 21:28:48,"남재창","커밋 다했네..."
2018-04-04 21:29:02,"남재창","그럼 이제 푸쉬해요. 푸쉬해야 깃허브에 보내져요"
2018-04-04 21:29:28,"송창우(SCW)","commit and push 버튼 눌르면 위의 오류 메세지가 뜹니다"
2018-04-04 21:31:19,"남재창","왜냐면 커밋을 다했는데 또 커밋해서 그런 것임"
2018-04-04 21:31:43,"남재창","이럴 땐 team >> push to upstream만 하면됨"
2018-04-04 21:32:42,"송창우(SCW)","Photo"
2018-04-04 21:32:55,"송창우(SCW)","이렇게 말이에요?"
2018-04-04 21:33:37,"남재창","응 다 했네 푸쉬됐나 깃허브에서 확인해봐요"
2018-04-04 21:33:43,"남재창","끝 이제"
2018-04-04 21:34:51,"송창우(SCW)","교수님, 계속 교수님께 도움을 구하는것이 죄송하지만"
2018-04-04 21:35:03,"송창우(SCW)","Photo"
2018-04-04 21:35:23,"송창우(SCW)","방금전에 커밋을 했음에도 1시간전에 커밋을 하였다 하고 3번 코드가 안보입미다"
2018-04-04 21:36:52,"한정섭","푸쉬를 해야 github repository에 올라가요"
2018-04-04 21:37:09,"송창우(SCW)","교수님께서 말씀하신데로 했습니다"
2018-04-04 21:38:13,"한정섭","저기서 insights -> network 클릭하면 기록 다 뜨는데 확인해보세요"
2018-04-04 21:40:08,"남재창","이클립스에 코드가 src 밑에 있잖아오. Src 밑에 디렉토리 들어가면 소스코드 있을거에요."
2018-04-04 21:43:37,"박세은","Photo"
2018-04-04 21:43:58,"박세은","커밋앤 업을 하려고 하면 계속 에러가 뜹니다ㅠ 혹시 해결 방법을 아는 분 계실까요..?"
